Department,Category,Condition Group,Sales Week,Net Item Revenue (Fulfilled),Net Items (Fulfilled),Gross Orders (Fulfilled),Net Sell Through Items (Week),MSRP of Sold Items,Avg. Item Age When Sold,Avg. Item Age EOW,EOW Inventory For Sale $,EOW Inventory For Sale Items,MSRP of EOW Inventory,,,,,,,,,,,,#REF!
Furniture,Dining Tables,Perfect,12/30/2018,$25,$2,1,2.10%,$32,295.218,177.38,"$1,434",93,"$2,329",,,,,,,,,,,,#REF!
Furniture,Dining Tables,Perfect,12/23/2018,$12,$1,1,1.10%,$16,409.871,178.5,"$1,422",91,"$2,309",,,,,,,,,,,,#REF!
Furniture,Dining Tables,Perfect,12/16/2018,$18,$1,1,1.10%,$23,215.061,172.2,"$1,434",92,"$2,329",,,,,,,,,,,,#REF!
Furniture,Dining Tables,Perfect,12/9/2018,$106,$7,4,7.10%,$138,249.249,173.25,"$1,434",92,"$2,329",,,,,,,,,,,,#REF!
Furniture,Dining Tables,Perfect,12/2/2018,$147,$10,6,9.30%,$191,249.018,175.28,"$1,528",98,"$2,480",,,,,,,,,,,,#REF!
Furniture,Dining Tables,Perfect,11/25/2018,$0,$0,0,0.00%,$0,0,170.59,"$1,614",106,"$2,620",,,,,,,,,,,,#REF!
Furniture,Dining Tables,Perfect,11/18/2018,$33,$2,2,1.90%,$43,182.721,176.54,"$1,566",104,"$2,543",,,,,,,,,,,,#REF!
Furniture,Dining Tables,Perfect,11/11/2018,$17,$1,1,1.00%,$22,46.508,172.2,"$1,546",102,"$2,509",,,,,,,,,,,,#REF!
Furniture,Dining Tables,Perfect,11/4/2018,$0,$0,0,0.00%,$0,0,167.72,"$1,552",102,"$2,520",,,,,,,,,,,,#REF!
Furniture,Dining Tables,Perfect,10/28/2018,$52,$3,3,2.90%,$68,246.4,167.72,"$1,515",100,"$2,459",,,,,,,,,,,,#REF!
Furniture,Dining Tables,Perfect,10/21/2018,$35,$2,1,1.90%,$45,204.435,164.85,"$1,537",101,"$2,495",,,,,,,,,,,,#REF!
Furniture,Dining Tables,Perfect,10/14/2018,$17,$1,1,1.00%,$22,219.758,166.39,"$1,560",102,"$2,532",,,,,,,,,,,,#REF!
Furniture,Dining Tables,Perfect,10/7/2018,-$1,$0,1,0.00%,-$1,67.991,164.57,"$1,546",101,"$2,509",,,,,,,,,,,,#REF!
Furniture,Dining Tables,Great,1/13/2019,$13,$1,1,16.70%,$17,93.247,194.46,$81,5,$132,,,,,,,,,,,,#REF!
Furniture,Dining Tables,Great,1/6/2019,$0,$0,0,0.00%,$0,0,189.84,$96,6,$155,,,,,,,,,,,,#REF!
Furniture,Dining Tables,Great,12/30/2018,$0,$0,0,0.00%,$0,0,184.94,$96,6,$155,,,,,,,,,,,,#REF!
Furniture,Dining Tables,Great,12/23/2018,$0,$0,0,0.00%,$0,0,180.04,$107,7,$173,,,,,,,,,,,,#REF!
Furniture,Dining Tables,Great,12/16/2018,$0,$0,0,0.00%,$0,0,175.14,$107,7,$173,,,,,,,,,,,,#REF!
Furniture,Dining Tables,Great,12/9/2018,$19,$1,1,12.50%,$25,193.886,171.01,$107,7,$173,,,,,,,,,,,,#REF!
Furniture,Dining Tables,Great,12/2/2018,$0,$0,0,0.00%,$0,0,166.25,$128,8,$207,,,,,,,,,,,,#REF!
Furniture,Dining Tables,Great,11/25/2018,$0,$0,0,0.00%,$0,0,161.35,$128,8,$207,,,,,,,,,,,,#REF!
Furniture,Dining Tables,Great,11/18/2018,$0,$0,0,0.00%,$0,0,141.26,$128,8,$207,,,,,,,,,,,,#REF!
Furniture,Dining Tables,Great,11/11/2018,$0,$0,0,0.00%,$0,0,136.36,$128,8,$207,,,,,,,,,,,,#REF!
Furniture,Dining Tables,Great,11/4/2018,$0,$0,0,0.00%,$0,0,111.16,$128,8,$207,,,,,,,,,,,,#REF!
Furniture,Dining Tables,Great,10/28/2018,$0,$0,0,0.00%,$0,0,106.26,$128,8,$207,,,,,,,,,,,,#REF!
Furniture,Dining Tables,Great,10/21/2018,$0,$0,0,0.00%,$0,0,111.86,$110,7,$179,,,,,,,,,,,,#REF!
Furniture,Dining Tables,Great,10/14/2018,$0,$0,0,0.00%,$0,0,119.35,$110,7,$179,,,,,,,,,,,,#REF!
Furniture,Dining Tables,Great,10/7/2018,$0,$0,0,0.00%,$0,0,114.45,$110,7,$179,,,,,,,,,,,,#REF!
Furniture,Dining Tables,OK,11/18/2018,$10,$1,1,100.00%,$13,72.072,68.46,$0,0,$0,,,,,,,,,,,,#REF!
Furniture,Dining Tables,OK,11/11/2018,$0,$0,0,0.00%,$0,0,64.61,$10,1,$16,,,,,,,,,,,,#REF!
Furniture,Dining Tables,OK,11/4/2018,$0,$0,0,0.00%,$0,0,59.71,$10,1,$16,,,,,,,,,,,,#REF!
Furniture,Dining Tables,OK,10/28/2018,$0,$0,0,0.00%,$0,0,54.81,$10,1,$16,,,,,,,,,,,,#REF!
Furniture,Dining Tables,OK,10/21/2018,$0,$0,0,0.00%,$0,0,49.91,$10,1,$16,,,,,,,,,,,,#REF!
Furniture,Dining Tables,OK,10/14/2018,$0,$0,0,0.00%,$0,0,45.01,$10,1,$16,,,,,,,,,,,,#REF!
Furniture,Dining Tables,OK,10/7/2018,$0,$0,0,0.00%,$0,0,40.11,$10,1,$16,,,,,,,,,,,,#REF!
Furniture,Chairs,Perfect,1/13/2019,$36,$1,1,1.40%,$41,21.945,213.22,"$1,614",69,"$1,667",,,,,,,,,,,,#REF!
Furniture,Chairs,Perfect,1/6/2019,$25,$1,1,1.40%,$28,35.651,205.87,"$1,652",70,"$1,707",,,,,,,,,,,,#REF!
Furniture,Chairs,Perfect,12/30/2018,$148,$6,2,7.80%,$168,214.599,205.03,"$1,681",71,"$1,736",,,,,,,,,,,,#REF!
Furniture,Chairs,Perfect,12/23/2018,$59,$4,2,4.90%,$67,131.593,185.22,"$1,818",77,"$1,878",,,,,,,,,,,,#REF!
Furniture,Chairs,Perfect,12/16/2018,$214,$11,5,12.10%,$243,208.593,183.33,"$1,851",80,"$1,913",,,,,,,,,,,,#REF!
Furniture,Chairs,Perfect,12/9/2018,$148,$8,4,8.60%,$168,234.465,190.33,"$1,884",85,"$1,947",,,,,,,,,,,,#REF!
Furniture,Chairs,Perfect,12/2/2018,$196,$9,6,8.80%,$223,211.211,189.91,"$2,039",93,"$2,107",,,,,,,,,,,,#REF!
Furniture,Chairs,Perfect,11/25/2018,$47,$3,3,2.90%,$53,195.118,188.72,"$2,251",101,"$2,325",,,,,,,,,,,,#REF!
Furniture,Chairs,Perfect,11/18/2018,$75,$4,3,3.70%,$85,102.487,184.1,"$2,295",103,"$2,370",,,,,,,,,,,,#REF!
Furniture,Chairs,Perfect,11/11/2018,$257,$13,7,11.10%,$292,205.359,181.72,"$2,297",104,"$2,373",,,,,,,,,,,,#REF!
Furniture,Chairs,Perfect,11/4/2018,$40,$3,1,2.50%,$45,171.248,176.68,"$2,587",117,"$2,673",,,,,,,,,,,,#REF!
Furniture,Chairs,Perfect,10/28/2018,$154,$7,2,5.60%,$175,174.174,173.88,"$2,599",118,"$2,685",,,,,,,,,,,,#REF!
Furniture,Chairs,Perfect,10/21/2018,$0,$0,0,0.00%,$0,0,171.92,"$2,730",123,"$2,820",,,,,,,,,,,,#REF!
Furniture,Chairs,Perfect,10/14/2018,$15,$1,1,0.80%,$17,38.115,167.86,"$2,730",123,"$2,820",,,,,,,,,,,,#REF!
Furniture,Chairs,Perfect,10/7/2018,$18,$1,1,0.80%,$20,175.868,166.53,"$2,692",121,"$2,781",,,,,,,,,,,,#REF!
Furniture,Chairs,Great,1/13/2019,$25,$1,1,14.30%,$28,249.788,238,$127,6,$131,,,,,,,,,,,,#REF!
Furniture,Chairs,Great,1/6/2019,$0,$0,0,0.00%,$0,0,233.24,$155,7,$160,,,,,,,,,,,,#REF!
Furniture,Chairs,Great,12/30/2018,$0,$0,0,0.00%,$0,0,228.34,$155,7,$160,,,,,,,,,,,,#REF!
Furniture,Chairs,Great,12/23/2018,$23,$1,1,12.50%,$26,230.461,221.69,$155,7,$160,,,,,,,,,,,,#REF!
Furniture,Chairs,Great,12/16/2018,$36,$1,1,11.10%,$41,389.928,225.4,$180,8,$186,,,,,,,,,,,,#REF!
Furniture,Chairs,Great,12/9/2018,$53,$3,2,27.30%,$60,255.717,229.6,$200,8,$207,,,,,,,,,,,,#REF!
Furniture,Chairs,Great,12/2/2018,$0,$0,0,0.00%,$0,0,225.33,$272,12,$281,,,,,,,,,,,,#REF!
Furniture,Chairs,Great,11/25/2018,$18,$1,1,7.70%,$20,105.952,210.98,$272,12,$281,,,,,,,,,,,,#REF!
Furniture,Chairs,Great,11/18/2018,$0,$0,0,0.00%,$0,0,206.22,$292,13,$301,,,,,,,,,,,,#REF!
Furniture,Chairs,Great,11/11/2018,$23,$1,1,7.10%,$26,235.697,202.23,$292,13,$301,,,,,,,,,,,,#REF!
Furniture,Chairs,Great,11/4/2018,$0,$0,0,0.00%,$0,0,197.54,$318,14,$328,,,,,,,,,,,,#REF!
Furniture,Chairs,Great,10/28/2018,$0,$0,0,0.00%,$0,0,192.64,$318,14,$328,,,,,,,,,,,,#REF!
Furniture,Chairs,Great,10/21/2018,$25,$1,1,6.70%,$28,196.812,187.18,$318,14,$328,,,,,,,,,,,,#REF!
Furniture,Chairs,Great,10/14/2018,$0,$0,0,0.00%,$0,0,182.49,$345,15,$357,,,,,,,,,,,,#REF!
Furniture,Chairs,Great,10/7/2018,$0,$0,0,0.00%,$0,0,177.59,$345,15,$357,,,,,,,,,,,,#REF!
Furniture,Rugs,Perfect,1/13/2019,"$2,453",$55,36,7.10%,"$4,158",261.184,211.33,"$35,023",718,"$53,964",,,,,,,,,,,,#REF!
Furniture,Rugs,Perfect,1/6/2019,"$1,328",$28,23,3.50%,"$2,251",218.526,206.5,"$37,635",772,"$57,990",,,,,,,,,,,,#REF!
Furniture,Rugs,Perfect,12/30/2018,$768,$18,13,2.20%,"$1,302",255.948,202.58,"$39,043",799,"$60,159",,,,,,,,,,,,#REF!
Furniture,Rugs,Perfect,12/23/2018,$446,$13,10,1.60%,$756,242.396,198.03,"$39,733",816,"$61,222",,,,,,,,,,,,#REF!
Furniture,Rugs,Perfect,12/16/2018,$402,$8,10,1.00%,$681,276.199,194.18,"$40,064",828,"$61,732",,,,,,,,,,,,#REF!
Furniture,Rugs,Perfect,12/9/2018,"$1,084",$27,19,3.10%,"$1,837",270.193,191.73,"$40,178",832,"$61,907",,,,,,,,,,,,#REF!
Furniture,Rugs,Perfect,12/2/2018,"$1,951",$43,33,4.80%,"$3,307",273.196,190.96,"$41,149",857,"$63,403",,,,,,,,,,,,#REF!
Furniture,Rugs,Perfect,11/25/2018,$397,$10,8,1.10%,$673,252.945,189.21,"$42,800",889,"$65,947",,,,,,,,,,,,#REF!
Furniture,Rugs,Perfect,11/18/2018,$467,$11,10,1.20%,$792,141.372,184.73,"$42,930",895,"$66,147",,,,,,,,,,,,#REF!
Furniture,Rugs,Perfect,11/11/2018,$486,$13,8,1.40%,$824,298.914,182,"$43,116",899,"$66,434",,,,,,,,,,,,#REF!
Furniture,Rugs,Perfect,11/4/2018,$797,$21,14,2.30%,"$1,351",254.408,180.81,"$43,295",904,"$66,710",,,,,,,,,,,,#REF!
Furniture,Rugs,Perfect,10/28/2018,$378,$6,6,0.60%,$641,298.837,177.59,"$43,711",918,"$67,351",,,,,,,,,,,,#REF!
Furniture,Rugs,Perfect,10/21/2018,$297,$7,7,0.80%,$503,243.551,176.54,"$43,024",906,"$66,293",,,,,,,,,,,,#REF!
Furniture,Rugs,Perfect,10/14/2018,$294,$6,7,0.70%,$498,244.86,174.09,"$42,502",898,"$65,488",,,,,,,,,,,,#REF!
Furniture,Rugs,Perfect,10/7/2018,$463,$9,7,1.00%,$785,168.091,171.85,"$42,018",891,"$64,742",,,,,,,,,,,,#REF!
Furniture,Rugs,Great,1/13/2019,$86,$2,2,2.50%,$146,412.566,189.56,"$4,154",77,"$6,400",,,,,,,,,,,,#REF!
Furniture,Rugs,Great,1/6/2019,$190,$5,3,6.00%,$322,328.174,191.66,"$4,249",79,"$6,547",,,,,,,,,,,,#REF!
Furniture,Rugs,Great,12/30/2018,$31,$1,1,1.20%,$53,118.734,185.99,"$4,293",81,"$6,615",,,,,,,,,,,,#REF!
Furniture,Rugs,Great,12/23/2018,$60,$1,1,1.20%,$102,83.391,186.48,"$4,282",81,"$6,598",,,,,,,,,,,,#REF!
Furniture,Rugs,Great,12/16/2018,$62,$2,2,2.40%,$105,157.234,185.71,"$4,298",81,"$6,622",,,,,,,,,,,,#REF!
Furniture,Rugs,Great,12/9/2018,$0,$0,0,0.00%,$0,0,182.63,"$4,219",81,"$6,500",,,,,,,,,,,,#REF!
Furniture,Rugs,Great,12/2/2018,$235,$5,5,5.70%,$398,102.41,172.97,"$4,285",82,"$6,602",,,,,,,,,,,,#REF!
Furniture,Rugs,Great,11/25/2018,$0,$0,0,0.00%,$0,0,168.21,"$4,447",86,"$6,853",,,,,,,,,,,,#REF!
Furniture,Rugs,Great,11/18/2018,$0,$0,0,0.00%,$0,0,165.27,"$4,447",86,"$6,853",,,,,,,,,,,,#REF!
Furniture,Rugs,Great,11/11/2018,$0,$0,0,0.00%,$0,0,160.37,"$4,447",86,"$6,853",,,,,,,,,,,,#REF!
Furniture,Rugs,Great,11/4/2018,$54,$1,1,1.10%,$92,249.095,156.31,"$4,447",86,"$6,853",,,,,,,,,,,,#REF!
Furniture,Rugs,Great,10/28/2018,$0,$0,0,0.00%,$0,0,151.41,"$4,506",87,"$6,942",,,,,,,,,,,,#REF!
Furniture,Rugs,Great,10/21/2018,$0,$0,0,0.00%,$0,0,150.08,"$4,425",85,"$6,819",,,,,,,,,,,,#REF!
Furniture,Rugs,Great,10/14/2018,$0,$0,0,0.00%,$0,0,148.75,"$4,342",82,"$6,690",,,,,,,,,,,,#REF!
Furniture,Rugs,Great,10/7/2018,$27,$1,1,1.30%,$46,458.304,154.63,"$4,128",78,"$6,361",,,,,,,,,,,,#REF!
Furniture,Rugs,OK,1/13/2019,$0,$0,0,0.00%,$0,0,228.27,"$1,232",24,"$1,898",,,,,,,,,,,,#REF!
Furniture,Rugs,OK,1/6/2019,$98,$2,2,7.70%,$166,400.169,234.85,"$1,232",24,"$1,898",,,,,,,,,,,,#REF!
Furniture,Rugs,OK,12/30/2018,$0,$0,0,0.00%,$0,0,230.02,"$1,327",26,"$2,044",,,,,,,,,,,,#REF!
Furniture,Rugs,OK,12/23/2018,$0,$0,0,0.00%,$0,0,225.12,"$1,327",26,"$2,044",,,,,,,,,,,,#REF!
Furniture,Rugs,OK,12/16/2018,$63,$1,1,3.70%,$107,196.196,219.45,"$1,327",26,"$2,044",,,,,,,,,,,,#REF!
Furniture,Rugs,OK,12/9/2018,$24,$1,1,3.60%,$41,50.281,207.9,"$1,385",27,"$2,134",,,,,,,,,,,,#REF!
Furniture,Rugs,OK,12/2/2018,$88,$2,2,6.70%,$149,205.436,202.16,"$1,411",28,"$2,175",,,,,,,,,,,,#REF!
Furniture,Rugs,OK,11/25/2018,$32,$1,1,3.20%,$54,44.198,192.36,"$1,519",30,"$2,341",,,,,,,,,,,,#REF!
Furniture,Rugs,OK,11/18/2018,$0,$0,0,0.00%,$0,0,187.6,"$1,558",31,"$2,400",,,,,,,,,,,,#REF!
Furniture,Rugs,OK,11/11/2018,$0,$0,0,0.00%,$0,0,182.7,"$1,558",31,"$2,400",,,,,,,,,,,,#REF!
Furniture,Rugs,OK,11/4/2018,$38,$1,1,3.20%,$64,300.454,187.32,"$1,499",30,"$2,310",,,,,,,,,,,,#REF!
Furniture,Rugs,OK,10/28/2018,$0,$0,0,0.00%,$0,0,182.56,"$1,542",31,"$2,376",,,,,,,,,,,,#REF!
Furniture,Rugs,OK,10/21/2018,$0,$0,0,0.00%,$0,0,169.12,"$1,493",30,"$2,300",,,,,,,,,,,,#REF!
Furniture,Rugs,OK,10/14/2018,$114,$2,1,6.30%,$193,164.626,163.73,"$1,493",30,"$2,300",,,,,,,,,,,,#REF!
Furniture,Rugs,OK,10/7/2018,$67,$1,1,3.00%,$114,80.234,155.96,"$1,610",32,"$2,481",,,,,,,,,,,,#REF!
Furniture,Side Tables,Perfect,1/13/2019,$332,$10,9,3.80%,$738,215.061,190.19,"$10,639",255,"$29,553",,,,,,,,,,,,#REF!
Furniture,Side Tables,Perfect,1/6/2019,$251,$8,8,3.00%,$558,227.92,186.76,"$10,948",263,"$30,412",,,,,,,,,,,,#REF!
Furniture,Side Tables,Perfect,12/30/2018,$131,$4,4,1.50%,$291,218.064,182.49,"$11,224",271,"$31,179",,,,,,,,,,,,#REF!
Furniture,Side Tables,Perfect,12/23/2018,$89,$2,3,0.70%,$198,205.59,178.5,"$11,307",274,"$31,408",,,,,,,,,,,,#REF!
Furniture,Side Tables,Perfect,12/16/2018,$113,$4,4,1.40%,$251,94.017,172.97,"$11,395",276,"$31,653",,,,,,,,,,,,#REF!
Furniture,Side Tables,Perfect,12/9/2018,$229,$8,6,2.80%,$509,196.658,169.54,"$11,238",274,"$31,216",,,,,,,,,,,,#REF!
Furniture,Side Tables,Perfect,12/2/2018,$447,$14,13,4.70%,$993,193.347,165.97,"$11,600",285,"$32,221",,,,,,,,,,,,#REF!
Furniture,Side Tables,Perfect,11/25/2018,$333,$12,9,3.90%,$740,167.86,163.45,"$11,900",295,"$33,055",,,,,,,,,,,,#REF!
Furniture,Side Tables,Perfect,11/18/2018,$314,$13,7,4.10%,$698,248.864,163.73,"$12,038",302,"$33,440",,,,,,,,,,,,#REF!
Furniture,Side Tables,Perfect,11/11/2018,$54,$2,3,0.60%,$120,118.58,160.51,"$12,119",310,"$33,663",,,,,,,,,,,,#REF!
Furniture,Side Tables,Perfect,11/4/2018,$211,$9,9,2.90%,$469,310.772,164.85,"$11,866",303,"$32,960",,,,,,,,,,,,#REF!
Furniture,Side Tables,Perfect,10/28/2018,$125,$5,4,1.60%,$278,168.091,162.47,"$11,924",307,"$33,122",,,,,,,,,,,,#REF!
Furniture,Side Tables,Perfect,10/21/2018,$264,$10,8,3.10%,$587,272.657,161.84,"$11,856",309,"$32,933",,,,,,,,,,,,#REF!
Furniture,Side Tables,Perfect,10/14/2018,$152,$5,5,1.60%,$338,178.563,159.18,"$11,921",314,"$33,113",,,,,,,,,,,,#REF!
Furniture,Side Tables,Perfect,10/7/2018,$113,$4,4,1.30%,$251,253.638,160.02,"$11,635",310,"$32,319",,,,,,,,,,,,#REF!
Furniture,Side Tables,Great,1/13/2019,$16,$0,1,0.00%,$36,291.522,177.94,$864,25,"$2,399",,,,,,,,,,,,#REF!
Furniture,Side Tables,Great,1/6/2019,$81,$2,2,7.10%,$180,128.975,169.19,$904,26,"$2,512",,,,,,,,,,,,#REF!
Furniture,Side Tables,Great,12/30/2018,-$47,-$1,1,-3.70%,-$104,160.391,163.1,$993,28,"$2,759",,,,,,,,,,,,#REF!
Furniture,Side Tables,Great,12/23/2018,$29,$1,1,3.70%,$64,52.437,156.52,$922,26,"$2,561",,,,,,,,,,,,#REF!
Furniture,Side Tables,Great,12/16/2018,$0,$0,0,0.00%,$0,0,157.64,$921,26,"$2,558",,,,,,,,,,,,#REF!
Furniture,Side Tables,Great,12/9/2018,$0,$0,0,0.00%,$0,0,152.74,$921,26,"$2,558",,,,,,,,,,,,#REF!
Furniture,Side Tables,Great,12/2/2018,$50,$2,3,6.90%,$111,91.091,140.28,$953,27,"$2,646",,,,,,,,,,,,#REF!
Furniture,Side Tables,Great,11/25/2018,$127,$5,3,14.70%,$282,155.54,137.62,"$1,010",29,"$2,805",,,,,,,,,,,,#REF!
Furniture,Side Tables,Great,11/18/2018,$0,$0,0,0.00%,$0,0,133.07,"$1,113",33,"$3,092",,,,,,,,,,,,#REF!
Furniture,Side Tables,Great,11/11/2018,$40,$2,2,5.60%,$89,304.689,136.43,"$1,141",34,"$3,169",,,,,,,,,,,,#REF!
Furniture,Side Tables,Great,11/4/2018,-$32,-$1,0,-2.90%,-$71,0,130.9,"$1,164",35,"$3,233",,,,,,,,,,,,#REF!
Furniture,Side Tables,Great,10/28/2018,-$24,-$1,0,-3.00%,-$53,0,134.47,"$1,131",34,"$3,141",,,,,,,,,,,,#REF!
Furniture,Side Tables,Great,10/21/2018,$54,$2,2,5.70%,$120,460.306,140.28,"$1,112",33,"$3,089",,,,,,,,,,,,#REF!
Furniture,Side Tables,Great,10/14/2018,$56,$2,2,5.40%,$124,171.248,136.08,"$1,164",35,"$3,233",,,,,,,,,,,,#REF!
Furniture,Side Tables,Great,10/7/2018,$0,$0,0,0.00%,$0,0,139.58,"$1,128",35,"$3,132",,,,,,,,,,,,#REF!
Furniture,Side Tables,OK,1/13/2019,$0,$0,0,0.00%,$0,0,139.86,$228,6,$633,,,,,,,,,,,,#REF!
Furniture,Side Tables,OK,1/6/2019,$0,$0,0,0.00%,$0,0,134.96,$228,6,$633,,,,,,,,,,,,#REF!
Furniture,Side Tables,OK,12/30/2018,$0,$0,0,0.00%,$0,0,130.06,$228,6,$633,,,,,,,,,,,,#REF!
Furniture,Side Tables,OK,12/23/2018,$0,$0,0,0.00%,$0,0,150.78,$143,4,$397,,,,,,,,,,,,#REF!
Furniture,Side Tables,OK,12/16/2018,$0,$0,0,0.00%,$0,0,183.4,$143,4,$397,,,,,,,,,,,,#REF!
Furniture,Side Tables,OK,12/9/2018,$0,$0,0,0.00%,$0,0,178.5,$143,4,$397,,,,,,,,,,,,#REF!
Furniture,Side Tables,OK,12/2/2018,$0,$0,0,0.00%,$0,0,173.6,$143,4,$397,,,,,,,,,,,,#REF!
Furniture,Side Tables,OK,11/25/2018,$0,$0,0,0.00%,$0,0,168.7,$143,4,$397,,,,,,,,,,,,#REF!
Furniture,Side Tables,OK,11/18/2018,$0,$0,0,0.00%,$0,0,163.8,$143,4,$397,,,,,,,,,,,,#REF!
Furniture,Side Tables,OK,11/11/2018,$0,$0,0,0.00%,$0,0,158.9,$143,4,$397,,,,,,,,,,,,#REF!
Furniture,Side Tables,OK,11/4/2018,$0,$0,0,0.00%,$0,0,154,$143,4,$397,,,,,,,,,,,,#REF!
Furniture,Side Tables,OK,10/28/2018,$14,$1,1,20.00%,$31,372.064,187.46,$143,4,$397,,,,,,,,,,,,#REF!
Furniture,Side Tables,OK,10/21/2018,$0,$0,0,0.00%,$0,0,183.26,$158,5,$440,,,,,,,,,,,,#REF!
Furniture,Side Tables,OK,10/14/2018,$0,$0,0,0.00%,$0,0,178.36,$158,5,$440,,,,,,,,,,,,#REF!
Furniture,Side Tables,OK,10/7/2018,$0,$0,0,0.00%,$0,0,173.46,$158,5,$440,,,,,,,,,,,,#REF!
Furniture,Desks,Perfect,1/13/2019,$24,$2,3,2.00%,$53,236.39,180.18,"$1,663",96,"$3,360",,,,,,,,,,,,#REF!
Furniture,Desks,Perfect,1/6/2019,$48,$3,3,3.00%,$107,161.238,170.52,"$1,692",98,"$3,418",,,,,,,,,,,,#REF!
Furniture,Desks,Perfect,12/30/2018,$102,$6,6,5.60%,$227,230.538,170.1,"$1,745",101,"$3,524",,,,,,,,,,,,#REF!
Furniture,Desks,Perfect,12/23/2018,$87,$4,2,3.60%,$193,137.522,164.99,"$1,841",106,"$3,720",,,,,,,,,,,,#REF!
Furniture,Desks,Perfect,12/16/2018,$9,$1,1,0.90%,$20,153.461,161.91,"$1,928",110,"$3,896",,,,,,,,,,,,#REF!
Furniture,Desks,Perfect,12/9/2018,$29,$2,2,1.80%,$64,116.886,156.17,"$1,937",111,"$3,913",,,,,,,,,,,,#REF!
Furniture,Desks,Perfect,12/2/2018,$230,$13,9,10.50%,$511,199.815,156.94,"$1,923",111,"$3,884",,,,,,,,,,,,#REF!
Furniture,Desks,Perfect,11/25/2018,$40,$2,1,1.60%,$89,153.153,153.44,"$2,135",123,"$4,313",,,,,,,,,,,,#REF!
Furniture,Desks,Perfect,11/18/2018,$65,$4,3,3.20%,$144,208.978,150.36,"$2,135",122,"$4,313",,,,,,,,,,,,#REF!
Furniture,Desks,Perfect,11/11/2018,$24,$1,1,0.80%,$53,319.781,148.4,"$2,211",127,"$4,467",,,,,,,,,,,,#REF!
Furniture,Desks,Perfect,11/4/2018,$107,$5,4,3.80%,$238,189.343,144.62,"$2,242",128,"$4,529",,,,,,,,,,,,#REF!
Furniture,Desks,Perfect,10/28/2018,$14,$1,1,0.80%,$31,257.411,144.97,"$2,258",129,"$4,562",,,,,,,,,,,,#REF!
Furniture,Desks,Perfect,10/21/2018,$22,$1,1,0.80%,$49,373.681,147.28,"$2,178",125,"$4,400",,,,,,,,,,,,#REF!
Furniture,Desks,Perfect,10/14/2018,$0,$0,0,0.00%,$0,0,144.83,"$2,111",122,"$4,264",,,,,,,,,,,,#REF!
Furniture,Desks,Perfect,10/7/2018,$13,$1,1,0.80%,$29,172.711,143.71,"$2,057",119,"$4,156",,,,,,,,,,,,#REF!
Furniture,Desks,Great,1/13/2019,$0,$0,0,0.00%,$0,0,187.53,$190,13,$384,,,,,,,,,,,,#REF!
Furniture,Desks,Great,1/6/2019,$0,$0,0,0.00%,$0,0,182.63,$190,13,$384,,,,,,,,,,,,#REF!
Furniture,Desks,Great,12/30/2018,$0,$0,0,0.00%,$0,0,177.73,$190,13,$384,,,,,,,,,,,,#REF!
Furniture,Desks,Great,12/23/2018,$0,$0,0,0.00%,$0,0,172.83,$190,13,$384,,,,,,,,,,,,#REF!
Furniture,Desks,Great,12/16/2018,-$16,-$1,0,-8.30%,-$36,0,174.09,$190,13,$384,,,,,,,,,,,,#REF!
Furniture,Desks,Great,12/9/2018,$18,$1,1,7.70%,$40,108.185,145.32,$175,12,$353,,,,,,,,,,,,#REF!
Furniture,Desks,Great,12/2/2018,$16,$1,1,7.10%,$36,353.738,153.44,$198,13,$400,,,,,,,,,,,,#REF!
Furniture,Desks,Great,11/25/2018,$0,$0,0,0.00%,$0,0,160.51,$197,13,$398,,,,,,,,,,,,#REF!
Furniture,Desks,Great,11/18/2018,$0,$0,0,0.00%,$0,0,155.61,$186,12,$376,,,,,,,,,,,,#REF!
Furniture,Desks,Great,11/11/2018,$0,$0,0,0.00%,$0,0,150.71,$197,13,$398,,,,,,,,,,,,#REF!
Furniture,Desks,Great,11/4/2018,$0,$0,0,0.00%,$0,0,145.81,$197,13,$398,,,,,,,,,,,,#REF!
Furniture,Desks,Great,10/28/2018,$0,$0,0,0.00%,$0,0,140.91,$197,13,$398,,,,,,,,,,,,#REF!
Furniture,Desks,Great,10/21/2018,$0,$0,0,0.00%,$0,0,136.01,$197,13,$398,,,,,,,,,,,,#REF!
Furniture,Desks,Great,10/14/2018,$0,$0,0,0.00%,$0,0,131.11,$197,13,$398,,,,,,,,,,,,#REF!
Furniture,Desks,Great,10/7/2018,$0,$0,0,0.00%,$0,0,126.21,$197,13,$398,,,,,,,,,,,,#REF!
Furniture,Desks,OK,1/13/2019,$0,$0,0,0.00%,$0,0,98.35,$50,3,$100,,,,,,,,,,,,#REF!
Furniture,Desks,OK,1/6/2019,$0,$0,0,0.00%,$0,0,93.45,$50,3,$100,,,,,,,,,,,,#REF!
Furniture,Desks,OK,12/30/2018,$0,$0,0,0.00%,$0,0,88.55,$50,3,$100,,,,,,,,,,,,#REF!
Furniture,Desks,OK,12/23/2018,$0,$0,0,0.00%,$0,0,83.65,$50,3,$100,,,,,,,,,,,,#REF!
Furniture,Desks,OK,12/16/2018,$0,$0,0,0.00%,$0,0,78.75,$50,3,$100,,,,,,,,,,,,#REF!
Furniture,Desks,OK,12/9/2018,$0,$0,0,0.00%,$0,0,73.85,$50,3,$100,,,,,,,,,,,,#REF!
